"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Zotu.0673","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_sharmana"
"Zotu.0674","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_taiwanensis"
"Zotu.0675","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas_denitrificans"
"Zotu.0676","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_urealyticum"
"Zotu.0677","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_sufflavum"
"Zotu.0678","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas","Zymomonas_unclass"
"Zotu.0679","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces","Thermoactinomyces_vulgaris"
"Zotu.0680","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cloacibacterium","Cloacibacterium_haliotis"
"Zotu.0681","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Kingella","Kingella_oralis"
"Zotu.0682","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Turicibacter_sanguinis"
"Zotu.0683","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","Family_XIII_ge_unclass"
"Zotu.0684","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Zimmermannella","Pseudoclavibacter_bifida"
"Zotu.0685","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_nasdae"
"Zotu.0686","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Dyadobacter_jiangsuensis"
"Zotu.0687","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_djakartensis"
"Zotu.0688","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","Thiopseudomonas_unclass"
"Zotu.0689","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Microbacter","Microbacter_unclass"
"Zotu.0690","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","Domibacillus_unclass"
"Zotu.0691","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_haifense"
"Zotu.0692","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Oxalophagus","Oxalophagus_oxalicus"
"Zotu.0693","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","Intestinimonas_butyriciproducens"
"Zotu.0694","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_campinasensis"
"Zotu.0695","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","Ruminiclostridium_5_unclass"
"Zotu.0696","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Blastococcus_aggregatus"
"Zotu.0697","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_iners"
"Zotu.0698","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus_unclass"
"Zotu.0699","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_unclass"
"Zotu.0700","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge","Ruminococcaceae_ge_unclass"
"Zotu.0701","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium_vulgare"
"Zotu.0702","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_pseudofirmus"
"Zotu.0703","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia_unclass"
"Zotu.0704","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium"
"Zotu.0705","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_flavescens"
"Zotu.0706","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_borbori"
"Zotu.0707","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-010_unclass"
"Zotu.0708","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum","Proteiniclasticum_unclass"
"Zotu.0709","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Clostridiales_vadinBB60_group_ge","Clostridiales_vadinBB60_group_ge_unclass"
"Zotu.0710","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium_cellulans"
"Zotu.0711","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_suwonensis"
"Zotu.0712","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","Thermus_thermophilus"
"Zotu.0713","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","Marvinbryantia_unclass"
"Zotu.0714","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_pettenkoferi"
"Zotu.0715","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella_ratti"
"Zotu.0716","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_acidifaciens"
"Zotu.0717","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium_flaccumfaciens"
"Zotu.0718","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_yunnanensis"
"Zotu.0719","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus_unclass"
"Zotu.0720","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Denitratisoma","Denitratisoma_unclass"
"Zotu.0721","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_6","Prevotella_salivae"
"Zotu.0722","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group_unclass"
"Zotu.0723","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_unclass"
"Zotu.0724","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum","Proteiniclasticum_unclass"
"Zotu.0725","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.0726","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes_missouriensis"
"Zotu.0727","Bacteria","Bacteroidetes","Bacteroidetes_Incertae_Sedis","Order_II","Rhodothermaceae","Rubrivirga","Rubrivirga_unclass"
"Zotu.0728","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_seohaensis"
"Zotu.0729","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_kroppenstedtii"
"Zotu.0730","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","Pelomonas_saccharophila"
"Zotu.0731","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Yonghaparkia","Yonghaparkia_alkaliphila"
"Zotu.0732","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_unclass"
"Zotu.0733","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca","Perlucidibaca_unclass"
"Zotu.0734","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_pseudodiphtheriticum"
"Zotu.0735","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella_pseudospumae"
"Zotu.0736","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium_goesingense"
"Zotu.0737","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","Aeribacillus_pallidus"
"Zotu.0738","Bacteria","Actinobacteria","Actinobacteria","Actinopolysporales","Actinopolysporaceae","Actinopolysporaceae_ge","Actinopolysporaceae_ge_unclass"
"Zotu.0739","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_koreensis"
"Zotu.0740","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_symbiosum"
"Zotu.0741","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium_funkei"
"Zotu.0742","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","Parabacteroides_distasonis"
"Zotu.0743","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.0744","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_1","[Clostridium]_thermosuccinogenes"
"Zotu.0745","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_8","Clostridium_sensu_stricto_8_unclass"
"Zotu.0746","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","AKYG587_unclass"
"Zotu.0747","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass"
"Zotu.0748","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Fastidiosipila_unclass"
"Zotu.0749","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_coagulans"
"Zotu.0750","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_1","Ruminiclostridium_1_unclass"
"Zotu.0751","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Parapusillimonas","Parapusillimonas_unclass"
"Zotu.0752","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus","Thermobacillus_unclass"
"Zotu.0753","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_composti"
"Zotu.0754","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Soonwooa","Soonwooa_unclass"
"Zotu.0755","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","S0134_terrestrial_group_or","S0134_terrestrial_group_fa","S0134_terrestrial_group_ge","S0134_terrestrial_group_ge_unclass"
"Zotu.0756","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_barengoltzii"
"Zotu.0757","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_gracilis"
"Zotu.0758","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_mucosa"
"Zotu.0759","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","Methylocaldum_tepidum"
"Zotu.0760","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Lactobacillus_rogosae"
"Zotu.0761","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","DA101_soil_group_ge","DA101_soil_group_ge_unclass"
"Zotu.0762","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter","Mesorhizobium_tamadayense"
"Zotu.0763","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia","Ottowia_beijingensis"
"Zotu.0764","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Oscillochloridaceae","Oscillochloris","Oscillochloris_trichoides"
"Zotu.0765","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_indologenes"
"Zotu.0766","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_10","Clostridium_swellfunianum"
"Zotu.0767","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","Hymenobacter_latericoloratus"
"Zotu.0768","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_plicatus"
"Zotu.0769","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Ruminococcus_1_unclass"
"Zotu.0770","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister_invisus"
"Zotu.0771","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_unclass"
"Zotu.0772","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_koreensis"
"Zotu.0773","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_marinum"
"Zotu.0774","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","Domibacillus_unclass"
"Zotu.0775","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis"
"Zotu.0776","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_bivia"
"Zotu.0777","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces","Thermoactinomyces_vulgaris"
"Zotu.0778","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_anaerobius"
"Zotu.0779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystaceae_unclass","Albibacter_methylovorans"
"Zotu.0780","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_xiamenensis"
"Zotu.0781","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter_unclass"
"Zotu.0782","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass"
"Zotu.0783","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia_shinshuensis"
"Zotu.0784","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis"
"Zotu.0785","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter_unclass"
"Zotu.0786","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_acidaminiphila"
"Zotu.0787","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group_ge","NS11-12_marine_group_ge_unclass"
"Zotu.0788","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella_unclass"
"Zotu.0789","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_murinus"
"Zotu.0790","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina_saromensis"
"Zotu.0791","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_alcaliphila"
"Zotu.0792","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_unclass"
"Zotu.0793","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","Ruminiclostridium_5_unclass"
"Zotu.0794","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Blastococcus_aggregatus"
"Zotu.0795","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","Craurococcus_unclass"
"Zotu.0796","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Roseomonas_wooponensis"
"Zotu.0797","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Krasilnikovia","Krasilnikovia_unclass"
"Zotu.0798","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.0799","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","Lachnospiraceae_FCS020_group_unclass"
"Zotu.0800","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","Ruminiclostridium_unclass"
"Zotu.0801","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.0802","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter","Arcticibacter_unclass"
"Zotu.0803","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_unclass"
"Zotu.0804","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacteraceae_unclass","Fibrobacteraceae_unclass"
"Zotu.0805","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_canifelinum"
"Zotu.0806","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_unclass"
"Zotu.0807","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_unclass"
"Zotu.0808","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","Oribacterium_asaccharolyticum"
"Zotu.0809","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","Cardiobacterium_hominis"
"Zotu.0810","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge","env.OPS_17_ge_unclass"
"Zotu.0811","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Steroidobacter_agariperforans"
"Zotu.0812","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_jeongneungensis"
"Zotu.0813","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_jilunii"
"Zotu.0814","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Leptolyngbya","Leptolyngbya_unclass"
"Zotu.0815","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura_glauciflava"
"Zotu.0816","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_panacihumi"
"Zotu.0817","Bacteria","Parcubacteria","Parcubacteria_cl","Parcubacteria_or","Parcubacteria_fa","Parcubacteria_ge","Parcubacteria_ge_unclass"
"Zotu.0818","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetanaerobacterium","Acetanaerobacterium_unclass"
