OTUname,kingdom,phylum,class,order,family,genus,species
OTU_818,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_892,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_409,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__[Cerasicoccales],f__[Cerasicoccaceae],f__[Cerasicoccaceae],f__[Cerasicoccaceae]
OTU_750,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__fimetarium
OTU_289,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Gemmiger,s__formicilis
OTU_805,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1189,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__unclassified Anaerostipes
OTU_1163,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Butyricimonas,s__unclassified Butyricimonas
OTU_504,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,s__unclassified Slackia
OTU_524,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_1384,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_1449,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1121,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_531,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_1393,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_473,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,f__Coriobacteriaceae,f__Coriobacteriaceae
OTU_1316,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__caccae
OTU_183,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_955,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus,s__unclassified Anaerotruncus
OTU_1139,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_1067,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1070,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_717,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_591,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1391,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified Lactobacillus
OTU_785,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1019,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_556,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__citroniae
OTU_762,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_765,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_719,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_899,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_1423,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__unclassified Desulfovibrio
OTU_1392,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__Paraprevotella,s__unclassified Paraprevotella
OTU_440,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_1453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_895,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__durum
OTU_1389,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_575,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Lupinus,s__luteus
OTU_558,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_1259,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_949,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_749,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_751,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_893,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__finegoldii
OTU_834,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_799,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_1288,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Ruminococcus],s__unclassified [Ruminococcus]
OTU_1438,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_1199,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_1125,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Moryella,s__indoligenes
OTU_490,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_1038,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_1126,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1185,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__pullicaecorum
OTU_1281,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__citroniae
OTU_42,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,s__gadei
OTU_194,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__pullicaecorum
OTU_299,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__celerecrescens
OTU_684,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,s__gadei
OTU_28,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_565,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerofilum,s__unclassified Anaerofilum
OTU_871,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,s__unclassified Providencia
OTU_855,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_585,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1074,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__dispar
OTU_849,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1108,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__hathewayi
OTU_1071,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__dispar
OTU_615,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1307,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__paraputrificum
OTU_1075,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,f__Erysipelotrichaceae,f__Erysipelotrichaceae
OTU_1275,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__dispar
OTU_734,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Allobaculum,s__unclassified Allobaculum
OTU_1076,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_930,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__dispar
OTU_729,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_715,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__hathewayi
OTU_1190,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_680,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unclassified Porphyromonas
OTU_647,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Eubacterium],s__cylindroides
OTU_539,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1441,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__unclassified Parabacteroides
OTU_678,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__dentocariosa
OTU_687,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_550,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Nicotiana,s__tabacum
OTU_519,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,f__Rikenellaceae,f__Rikenellaceae
OTU_482,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_406,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__rc4-4,s__unclassified rc4-4
OTU_631,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_613,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Serratia,s__unclassified Serratia
OTU_1080,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,f__S24-7,f__S24-7
OTU_813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1222,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__bolteae
OTU_1434,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],g__Barnesiella,s__intestinihominis
OTU_398,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,f__Leuconostocaceae,f__Leuconostocaceae
OTU_1024,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__crossotus
OTU_1273,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__hathewayi
OTU_422,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Parvimonas,s__unclassified Parvimonas
OTU_760,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__unclassified Actinomyces
OTU_1344,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_158,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_846,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_147,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,f__S24-7,f__S24-7
OTU_1436,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__eggerthii
OTU_125,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megasphaera,s__unclassified Megasphaera
OTU_616,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__unclassified Collinsella
OTU_244,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],f__[Barnesiellaceae],f__[Barnesiellaceae]
OTU_836,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_588,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_1031,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Clostridium,s__ruminantium
OTU_200,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__SMB53,s__unclassified SMB53
OTU_928,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__unclassified Anaerostipes
OTU_1437,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_862,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megasphaera,s__unclassified Megasphaera
OTU_733,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__stercoris
OTU_688,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_1202,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_1077,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__unclassified Methanosphaera
OTU_763,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,s__unclassified Dysgonomonas
OTU_373,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__unclassified Campylobacter
OTU_571,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_1184,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_402,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_1145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Proteocatella,s__sphenisci
OTU_461,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__cc_115,s__unclassified cc_115
OTU_308,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_993,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1012,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1140,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1141,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_541,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_614,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified Prevotella
OTU_279,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__albus
OTU_305,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified Prevotella
OTU_387,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_404,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified Clostridium
OTU_430,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_1062,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_544,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified Clostridium
OTU_1063,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_735,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_563,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_363,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_1020,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__producta
OTU_1023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1235,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_643,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_1018,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_530,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_690,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Epulopiscium,s__unclassified Epulopiscium
OTU_1027,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__albus
OTU_67,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Hespellia,s__porcina
OTU_1079,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Olsenella,s__uli
OTU_1028,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_967,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_449,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,f__S24-7,f__S24-7
OTU_393,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Gemmiger,s__formicilis
OTU_318,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_586,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_112,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_567,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_557,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_1289,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified Fusobacterium
OTU_546,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_1089,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__unclassified Anaerostipes
